"url"	"source"	"date"	"text"
"http://www.nytimes.com/1981/01/25/nyregion/about-long-island.html"	"The New York Times"	"1981-01-25T00:00:00Z"	NA
"http://www.nytimes.com/1981/01/06/opinion/how-extreme-at-interior.html"	"The New York Times"	"1981-01-06T00:00:00Z"	NA
"http://www.nytimes.com/1981/01/04/travel/a-quick-reference-resource-guide-to-state-parks.html"	"The New York Times"	"1981-01-04T00:00:00Z"	NA
"http://www.nytimes.com/1981/01/04/sports/lake-placid-olympic-facilities-still-in-use.html"	"The New York Times"	"1981-01-04T00:00:00Z"	NA
"http://www.nytimes.com/1981/01/04/nyregion/ocean-dumping-problem-worsening-experts-contend.html"	"The New York Times"	"1981-01-04T00:00:00Z"	NA
"http://www.nytimes.com/1982/12/10/us/us-agrees-to-turn-management-of-wildlife-refuge-over-to-texas.html"	"The New York Times"	"1982-12-10T00:00:00Z"	NA
"http://www.nytimes.com/1982/12/05/nyregion/land-swap-sought-to-save-a-swamp.html"	"The New York Times"	"1982-12-05T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/29/world/poachers-put-indian-rhino-at-great-risk.html"	"The New York Times"	"1982-11-29T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/28/world/killing-of-kangaroos-is-rising-as-sale-of-hides-in-us-grows.html"	"The New York Times"	"1982-11-28T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/28/nyregion/estate-division-a-long-road.html"	"The New York Times"	"1982-11-28T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/23/science/in-amazon-huge-study-aims-to-save-jungle-life.html"	"The New York Times"	"1982-11-23T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/22/nyregion/deer-population-at-record-level-for-hunting-season-in-new-york.html"	"The New York Times"	"1982-11-22T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/21/nyregion/emotion-unmasked-at-raccoon-debate.html"	"The New York Times"	"1982-11-21T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/14/style/future-events-wednesday-s-the-day.html"	"The New York Times"	"1982-11-14T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/14/nyregion/environews.html"	"The New York Times"	"1982-11-14T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/11/us/us-judge-ordering-drilling-crew-to-quit-new-mexico-refuge.html"	"The New York Times"	"1982-11-11T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/07/travel/snowshoeing-the-ultimate-escape-route.html"	"The New York Times"	"1982-11-07T00:00:00Z"	NA
"http://www.nytimes.com/1982/11/02/us/dwindling-catches-plague-shrimpers-in-carolina.html"	"The New York Times"	"1982-11-02T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/31/us/increase-in-poaching-is-reported-in-many-states.html"	"The New York Times"	"1982-10-31T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/31/world/yemen-acts-to-stem-the-trade-in-rhino-horns.html"	"The New York Times"	"1982-10-31T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/29/world/manitoban-fall-polar-bears-followed-by-tourists.html"	"The New York Times"	"1982-10-29T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/26/science/science-watch-245758.html"	"The New York Times"	"1982-10-26T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/24/magazine/l-preservation-for-profit-238342.html"	"The New York Times"	"1982-10-24T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/24/nyregion/toxins-are-found-in-bass-in-hudson.html"	"The New York Times"	"1982-10-24T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/24/magazine/l-no-headline-238324.html"	"The New York Times"	"1982-10-24T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/24/magazine/l-no-headline-238347.html"	"The New York Times"	"1982-10-24T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/24/nyregion/environews.html"	"The New York Times"	"1982-10-24T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/19/us/law-signed-barring-funds-to-develop-barrier-islands.html"	"The New York Times"	"1982-10-19T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/17/nyregion/l-friend-of-animals-draws-double-criticism-215658.html"	"The New York Times"	"1982-10-17T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/10/nyregion/bird-weekend-enlivens-cape.html"	"The New York Times"	"1982-10-10T00:00:00Z"	NA
"http://www.nytimes.com/1982/10/01/us/around-the-nation-3-groups-sue-us-to-halt-sale-of-public-lands.html"	"The New York Times"	"1982-10-01T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/29/business/careers-openings-found-in-agriculture.html"	"The New York Times"	"1982-09-29T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/28/science/reclusive-pandas-begin-to-reveal-private-lives.html"	"The New York Times"	"1982-09-28T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/19/sports/outdoors.html"	"The New York Times"	"1982-09-19T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/19/us/environmentalism-back-in-spotlight-as-activists-and-administration-battle.html"	"The New York Times"	"1982-09-19T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/12/us/coal-law-review-focuses-on-watt.html"	"The New York Times"	"1982-09-12T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/12/nyregion/conservation-corps-is-formed.html"	"The New York Times"	"1982-09-12T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/12/nyregion/long-island-journal-139604.html"	"The New York Times"	"1982-09-12T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/12/magazine/preservation-for-profit.html"	"The New York Times"	"1982-09-12T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/10/obituaries/john-m-olin-executive-and-philanthropist-dies.html"	"The New York Times"	"1982-09-10T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/10/us/watt-aide-denies-strip-mining-plan-for-parks.html"	"The New York Times"	"1982-09-10T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/07/science/science-library-135244.html"	"The New York Times"	"1982-09-07T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/05/sports/outdoors-woodcock-season-altered.html"	"The New York Times"	"1982-09-05T00:00:00Z"	NA
"http://www.nytimes.com/1982/09/02/us/memo-cautions-on-strip-mining-in-us-parks.html"	"The New York Times"	"1982-09-02T00:00:00Z"	NA
"http://www.nytimes.com/1982/08/22/nyregion/environews.html"	"The New York Times"	"1982-08-22T00:00:00Z"	NA
"http://www.nytimes.com/1982/08/22/nyregion/ecology-weekend-focuses-on-wildlife.html"	"The New York Times"	"1982-08-22T00:00:00Z"	NA
"http://www.nytimes.com/1982/08/15/nyregion/westchester-journal-079345.html"	"The New York Times"	"1982-08-15T00:00:00Z"	NA
"http://www.nytimes.com/1982/08/13/us/house-votes-to-bar-leases-proposed-by-interior-dept.html"	"The New York Times"	"1982-08-13T00:00:00Z"	NA
"http://www.nytimes.com/1982/08/08/travel/what-s-doing-in-kennebunk.html"	"The New York Times"	"1982-08-08T00:00:00Z"	NA
"http://www.nytimes.com/1982/08/08/nyregion/environews.html"	"The New York Times"	"1982-08-08T00:00:00Z"	NA
"http://www.nytimes.com/1982/08/03/world/defoliants-weighed-for-amazon-dam.html"	"The New York Times"	"1982-08-03T00:00:00Z"	NA
"http://www.nytimes.com/1982/07/29/world/war-spared-falkland-wildlife-but-will-the-peace.html"	"The New York Times"	"1982-07-29T00:00:00Z"	NA
